sentences,category
Show me my top performing funds.,Check Portfolio
What are the best performing funds in my portfolio?,Check Portfolio
Display my mutual funds with highest returns.,Check Portfolio
Which of my funds gave the highest return?,Check Portfolio
List funds from my portfolio sorted by returns.,Check Portfolio
Show performance of my mutual funds.,Check Portfolio
Give me my funds with consistent returns.,Check Portfolio
Which of my funds had best growth rate?,Check Portfolio
Rank my portfolio based on performance.,Check Portfolio
What are the top gainers in my portfolio?,Check Portfolio
Which of my SIPs performed best?,Check Portfolio
Show me high return funds I own.,Check Portfolio
Sort my portfolio based on gains.,Check Portfolio
List my funds with maximum growth.,Check Portfolio
Show me my portfolio performance.,Check Portfolio
Show annual return of my funds.,Check Portfolio
Show me my equity fund holdings,Check Portfolio
List the hybrid funds in my portfolio.,Check Portfolio
Which large cap funds are in my holdings?,Check Portfolio
Show all small cap mutual funds I own.,Check Portfolio
What fund of funds have I invested in?,Check Portfolio
List all sectoral or thematic funds in my portfolio.,Check Portfolio
Show the international equity funds I hold.,Check Portfolio
What arbitrage funds are in my holdings?,Check Portfolio
List one-time investments in my portfolio.,Check Portfolio
What are the durations of my investments?,Check Portfolio
Suggest changes based on my fund performance.,Check Portfolio
Recommend rebalancing my portfolio.,Check Portfolio
Which of my funds are underperforming?,Check Portfolio
Do I need to exit any of my funds?,Check Portfolio
Are there any overlapping funds in my portfolio?,Check Portfolio
Check how diversified my portfolio is.,Check Portfolio
Review my portfolio for short-term goals.,Check Portfolio
Are any of my funds too volatile?,Check Portfolio
Filter my funds by performance,Check Portfolio
Compare my funds based on risk.,Check Portfolio
Sort my funds by return consistency.,Check Portfolio
Which of my funds beat market average?,Check Portfolio
Group my funds by category.,Check Portfolio
Separate my active and passive funds.,Check Portfolio
How many funds do I hold in each category?,Check Portfolio
Show me all my investments by asset class.,Check Portfolio
List all my open-ended funds.,Check Portfolio
List all mutual funds I currently hold.,Check Portfolio
Show the amount I invested in each fund.,Check Portfolio
How much profit have I made from each fund?,Check Portfolio
Total value of my mutual fund portfolio?,Check Portfolio
Breakup of my current fund holdings.,Check Portfolio
NAV of funds in my portfolio.,Check Portfolio
How many active investments do I have?,Check Portfolio
Compare my top 3 performing funds.,Check Portfolio
Which of my funds lag behind others?,Check Portfolio
Funds I hold that underperform the benchmark.,Check Portfolio
Alternatives to underperforming funds in my portfolio.,Check Portfolio
Which funds in my portfolio are trending now?,Check Portfolio
my command is What are the top performing funds this month?s,Investment
my command is I want to invest in best performing funds,Investment
my command is sip end it,Investment
sip end it,Investment
my command is investment type lump sum amount 5000,Investment
my command is show me fund of funds,Investment
my command is invest 5000 in best performing funds,Investment
my command is start sip with 2000 rupees,Investment
my command is begin lump sum investment of 10000,Investment
my command is suggest top funds this month,Investment
my command is I want to invest in mutual funds,Investment
my command is show me top funds to invest in,Investment
my command is I want to start a sip in equity,Investment
my command is invest in small cap funds this month,Investment
my command is start investing in large cap funds,Investment
my command is sip 3000 per month,Investment
my command is show me top growth funds,Investment
my command is invest in index fund today,Investment
my command is fund of funds options please,Investment
my command is investment type sip amount 1000,Investment
my command is I want to do lump sum investment,Investment
my command is show me best sip options,Investment
my command is invest in hybrid mutual funds,Investment
my command is show me high return funds,Investment
my command is suggest mutual funds to invest,Investment
my command is I want to do sip investment,Investment
my command is start sip of 1500 rupees,Investment
my command is start lump sum of 8000,Investment
my command is mutual fund investment 500,Investment
my command is begin sip with 1000 this month,Investment
my command is what funds are performing well,Investment
my command is show me top 5 performing funds,Investment
my command is invest in ethical mutual funds,Investment
my command is start a new sip today,Investment
my command is show sip funds for investment,Investment
my command is invest 7000 in mid cap fund,Investment
my command is lump sum investment in equity,Investment
my command is sip plan of 2000,Investment
my command is suggest fund of funds this month,Investment
my command is start sip for next 12 months,Investment
my command is invest in multicap fund,Investment
my command is mutual fund investment start now,Investment
my command is invest 10000 in top funds,Investment
my command is I want to do investment now,Investment
my command is show me best mutual funds,Investment
my command is sip of 500 monthly,Investment
my command is invest lump sum 12000,Investment
my command is best funds this month to invest,Investment
my command is help me invest in funds,Investment
my command is show me recommended funds for sip,Investment
my command is Invest 100000 rupees in an ELSS tax-saving mutual fund this year.,Investment
my command is Start a monthly SIP of 3000 rs in a flexi-cap fund.,Investment
my command is Allocate 75000 rupees in a hybrid mutual fund for balanced risk.,Investment
my command is Invest 30000 rs in a short-duration debt fund for low volatility.,Investment
my command is Start a SIP of 1500 rupees per day in an index fund.,Investment
my command is Invest 20000 rs in a corporate bond fund for steady income.,Investment
my command is Begin a 3000 rupees SIP in a multi-cap fund this month.,Investment
my command is Place 120000 rs in a blue-chip equity fund for stability.,Investment
my command is Start a quarterly SIP of 2500 rs in a dividend-yield fund.,Investment
my command is Invest 500000 rupees in a long-duration bond fund for steady returns.,Investment
my command is Allocate 100000 rs to a value fund for long-term wealth.,Investment
my command is Invest 90000 rupees in an international mutual fund for diversification.,Investment
my command is Start a SIP of 2000 rs in an emerging markets fund.,Investment
my command is Allocate 300000 rupees in a real estate investment fund.,Investment
my command is Invest 15000 rs in a PSU debt fund for stable earnings.,Investment
my command is Start a SIP of 5500 rs in a growth-oriented mutual fund.,Investment
my command is Invest 200000 rs in a multi-asset allocation fund.,Investment
my command is Put 40000 rupees in a dynamic bond fund for flexibility.,Investment
my command is Start a SIP of 1200 rs in a contra fund.,Investment
my command is Invest 60000 rupees in an ESG fund to support sustainable businesses.,Investment
my command is Open a 150000 rupees SIP in a floating-rate bond fund.,Investment
my command is Allocate 180000 rs to a balanced advantage fund.,Investment
my command is Start a 500 rupees weekly SIP in a sectoral IT fund.,Investment
my command is Invest 70000 rs in a consumption-based mutual fund.,Investment
my command is Allocate 80000 rupees to a manufacturing sector fund.,Investment
my command is Put 100000 rs in an infra-focused mutual fund.,Investment
my command is Invest 50000 rupees in a gold fund for portfolio diversification.,Investment
my command is Start a SIP of 6000 rs in a global equity fund.,Investment
my command is Allocate 25000 rupees in a commodities-based mutual fund.,Investment
my command is Invest 250000 rs in a focused equity fund.,Investment
my command is Place 120000 rupees in a diversified mutual fund.,Investment
my command is Start a 2000 rs monthly SIP in a pharma sector fund.,Investment
my command is Invest 300000 rupees in a banking sector mutual fund.,Investment
my command is Allocate 50000 rs to a transportation & logistics fund.,Investment
my command is Invest 10000 rupees in an equity mutual fund for long term growth.,Investment
my command is Start a SIP of 5000 rs in a mid cap fund for higher returns.,Investment
my command is Allocate 200000 rupees to a debt mutual fund for stability.,Investment
my command is Put 50000 rs in a large cap fund for steady growth.,Investment
my command is Open a 4000 rs SIP in a small cap fund for aggressive returns.,Investment
my command is Invest 100000 rupees in an ELSS tax saving mutual fund this year.,Investment
my command is Start a monthly SIP of 3000 rs in a flexi cap fund.,Investment
my command is Allocate 75000 rupees in a hybrid mutual fund for balanced risk.,Investment
my command is Invest 30000 rs in a short duration debt fund for low volatility.,Investment
my command is Start a SIP of 1500 rupees per day in an index fund.,Investment
my command is Invest 20000 rs in a corporate bond fund for steady income.,Investment
my command is Begin a 3000 rupees SIP in a multi cap fund this month.,Investment
my command is Place 120000 rs in a blue chip equity fund for stability.,Investment
my command is Start a quarterly SIP of 2500 rs in a dividend yield fund.,Investment
my command is Invest 500000 rupees in a long duration bond fund for steady returns.,Investment
my command is Allocate 100000 rs to a value fund for long term wealth.,Investment
my command is Invest 90000 rupees in an international mutual fund for diversification.,Investment
my command is Start a SIP of 2000 rs in an emerging markets fund.,Investment
my command is Allocate 300000 rupees in a real estate investment fund.,Investment
my command is Invest 15000 rs in a PSU debt fund for stable earnings.,Investment
my command is Start a SIP of 5500 rs in a growth oriented mutual fund.,Investment
my command is Invest 200000 rs in a multi asset allocation fund.,Investment
my command is Put 40000 rupees in a dynamic bond fund for flexibility.,Investment
my command is Start a SIP of 1200 rs in a contra fund.,Investment
my command is Invest 60000 rupees in an ESG fund to support sustainable businesses.,Investment
my command is Open a 150000 rupees SIP in a floating rate bond fund.,Investment
my command is Allocate 180000 rs to a balanced advantage fund.,Investment
my command is Start a 500 rupees weekly SIP in a sectoral IT fund.,Investment
my command is Invest 70000 rs in a consumption based mutual fund.,Investment
my command is Allocate 80000 rupees to a manufacturing sector fund.,Investment
my command is Put 100000 rs in an infra focused mutual fund.,Investment
my command is Invest 50000 rupees in a gold fund for portfolio diversification.,Investment
my command is Start a SIP of 6000 rs in a global equity fund.,Investment
my command is Allocate 25000 rupees in a commodities based mutual fund.,Investment
my command is Invest 250000 rs in a focused equity fund.,Investment
my command is Place 120000 rupees in a diversified mutual fund.,Investment
my command is Start a 2000 rs monthly SIP in a pharma sector fund.,Investment
my command is Invest 300000 rupees in a banking sector mutual fund.,Investment
my command is Allocate 50000 rs to a transportation & logistics fund.,Investment
my command is Invest 75000 rupees in an FMCG focused mutual fund.,Investment
my command is I want to invest 200000 rupees in an equity mutual fund today.,Investment
my command is Suggest the best mid cap mutual fund for a SIP of 10000 rs.,Investment
my command is I plan to allocate 50000 rupees in a debt fund for safe returns.,Investment
my command is Help me start a 1000 rs SIP in a large cap mutual fund.,Investment
my command is I wish to put 25000 rupees in a small cap equity fund.,Investment
my command is Which is the best ELSS fund to invest 150000 rupees this year?,Investment
my command is Can you recommend a flexi cap fund for 4000 rs monthly SIP?,Investment
my command is I want to split 100000 rs between two hybrid funds.,Investment
my command is I need to invest 60000 rupees in a short term bond fund.,Investment
my command is I’m planning a 5000 rs SIP in an index fund.,Investment
my command is Allocate 75000 rupees to a corporate bond fund this year.,Investment
my command is Start a 2500 rs SIP in a multi cap fund from next month.,Investment
my command is Invest 300000 rupees in a blue chip equity mutual fund.,Investment
my command is Set up 3000 rs quarterly in a dividend focused mutual fund.,Investment
my command is I want to park 120000 rs in a liquid fund for quick access.,Investment
my command is Which is the best value fund for long term returns?,Investment
my command is Start a SIP of 7500 rupees in an international equity fund.,Investment
my command is Help me invest 80000 rs in an emerging market fund.,Investment
my command is I need 250000 rupees in a real estate investment fund.,Investment
my command is Open a 1200 rs SIP in a PSU debt fund.,Investment
my command is I’m looking to invest 100000 rupees in a growth fund.,Investment
my command is Which multi asset fund is best for 200000 rs investment?,Investment
my command is Invest 20000 rupees in a dynamic bond fund.,Investment
my command is I want to allocate 90000 rs to a contra mutual fund.,Investment
my command is Can you help me invest 50000 rupees in an ESG mutual fund?,Investment
my command is Which floating rate bond fund is best for 150000 rs?,Investment
my command is Invest 30000 rupees in a balanced advantage fund.,Investment
my command is I need a 500 rupees weekly SIP in a sectoral IT fund.,Investment
my command is Allocate 150000 rs to an auto sector mutual fund.,Investment
my command is Recommend a banking fund for 180000 rs investment.,Investment
my command is Invest 400000 rupees in a manufacturing focused mutual fund.,Investment
my command is I want to put 5000 rupees in a commodities based fund.,Investment
my command is Suggest a gold fund for 200000 rupees lump sum.,Investment
my command is Invest 10000 rs in a pharma sector mutual fund.,Investment
my command is Allocate 300000 rs to a thematic energy fund.,Investment
my command is I want 100000 rupees in a defensive sector mutual fund.,Investment
my command is Invest 10000 rupees in an equity mutual fund for long term growth.,Investment
my command is Start a SIP of 5000 rs in a midcap fund for higher returns.,Investment
my command is Allocate 200000 rupees to a debt mutual fund for stability.,Investment
my command is Put 50000 rs in a largecap fund for steady growth.,Investment
my command is Open a 4000 rs SIP in a smallcap fund for aggressive returns.,Investment
my command is Invest 100000 rupees in an ELSS taxsaving mutual fund this year.,Investment
my command is Start a monthly SIP of 3000 rs in a flexicap fund.,Investment
my command is Allocate 75000 rupees in a hybrid mutual fund for balanced risk.,Investment
my command is Invest 30000 rs in a short duration debt fund for low volatility.,Investment
my command is Start a SIP of 1500 rupees per day in an index fund.,Investment
my command is Invest 20000 rs in a corporate bond fund for steady income.,Investment
my command is Begin a 3000 rupees SIP in a multicap fund this month.,Investment
my command is Place 120000 rupees in a bluechip equity fund for stability.,Investment
my command is Start a quarterly SIP of 2500 rs in a dividend yield fund.,Investment
my command is Invest 500000 rupees in a long duration bond fund for steady returns.,Investment
"my command is You’re so dumb, stop talking.","Random"
"my command is Why are you always wrong?","Random"
"my command is Just disappear, I’m tired of you.","Random"
"my command is I don’t need your stupid advice.","Random"
"my command is Stop annoying me, seriously.","Random"
"my command is You’re completely useless right now.","Random"
"my command is Get lost and never come back.","Random"
"my command is You never get anything right.","Random"
"my command is I’m done with this nonsense.","Random"
"my command is Oh wow, you’re a genius, aren’t you?","Random"
"my command is Sure, because that makes perfect sense!","Random"
"my command is Yeah right, I’ll get that done in a minute… or never.","Random"
"my command is Oh great, another brilliant idea!","Random"
"my command is Wow, that’s exactly what I didn’t ask for!","Random"
"my command is Maybe I’ll ask my dog next time.","Random"
"my command is Oh sure, let’s just invent time travel!","Random"
"my command is Yes, because that’s definitely going to fix everything.","Random"
"my command is Wow, thanks for that obvious advice!","Random"
"my command is Oh yeah, I’ll just do that with my imaginary free time.","Random"
"my command is Who’s winning the election?","Random"
"my command is What’s the latest political scandal?","Random"
"my command is Is the government lying again?","Random"
"my command is Why do politicians never keep promises?","Random"
"my command is Give me an update on the opposition party.","Random"
"my command is Who’s running for president this year?","Random"
"my command is What’s the controversy about the new law?","Random"
"my command is Is voting even worth it anymore?","Random"
"my command is Tell me the latest about international relations.","Random"
"my command is Why do taxes keep increasing?","Random"
"my command is Tell me a joke that actually makes me laugh.","Random"
"my command is What’s the worst joke you know?","Random"
"my command is Make me laugh, I dare you.","Random"
"my command is Why did the chicken cross the road?","Random"
"my command is Give me a dad joke.","Random"
"my command is Do you know any dark humor jokes?","Random"
"my command is Make a joke about technology.","Random"
"my command is Can you tell me a pun?","Random"
"my command is What’s the funniest thing you’ve heard?","Random"
"my command is Tell me something that will make me giggle.","Random"
"my command is What would happen if aliens took over?","Random"
"my command is Can I teach my cat how to talk?","Random"
"my command is Do ghosts actually exist?","Random"
"my command is What happens if I don’t blink for 10 minutes?","Random"
"my command is How do I become invisible?","Random"
"my command is Can I time travel by accident?","Random"
"my command is Why do dogs bark at nothing?","Random"
"my command is What if I was a billionaire overnight?","Random"
"my command is Do parallel universes actually exist?","Random"
"my command is Can I control someone’s mind with Wi-Fi","Random"
"my command is Play the worst song ever made.","Random"
"my command is Who’s the most overrated artist right now?","Random"
"my command is Suggest a song to cry to.","Random"
"my command is Why do people still listen to old music?","Random"
"my command is Play something that’s not boring.","Random"
"my command is Who won the Grammy for Best Album?","Random"
"my command is What’s the most viral song on TikTok?","Random"
"my command is Suggest a guilty pleasure song.","Random"
"my command is Who’s the best rapper alive?","Random"
"my command is Give me a list of trending artists.","Random"
"my command is Is the moon landing fake?","Random"
"my command is Are lizard people real?","Random"
"my command is Was the Earth ever flat?","Random"
"my command is Are time travelers watching us?","Random"
"my command is Did aliens build the pyramids?","Random"
"my command is Is Bigfoot hiding in the woods?","Random"
"my command is Who controls the world economy?","Random"
"my command is Is Area 51 hiding something?","Random"
"my command is Are we living in a simulation?","Random"
"my command is Can thoughts really control reality?","Random"
"my command is Should I break up with my partner?","Random"
"my command is How do I get over a breakup?","Random"
"my command is Why do people ghost each other?","Random"
"my command is Is it okay to text my ex?","Random"
"my command is Should I forgive someone who cheated?","Random"
"my command is Why do friends drift apart?","Random"
"my command is How do I know if someone is lying?","Random"
"my command is Why do people play mind games?","Random"
"my command is What’s the best way to ignore someone?","Random"
"my command is How do I handle betrayal?","Random"
"my command is What’s the cheat code for infinite lives?","Random"
"my command is Which game has the best graphics?","Random"
"my command is How do I unlock all weapons in GTA?","Random"
"my command is Suggest the best RPG for beginners.","Random"
"my command is What’s the most addictive mobile game?","Random"
"my command is Why is my internet lagging so much?","Random"
"my command is What’s the top gaming console right now?","Random"
"my command is How do I optimize my PC for gaming?","Random"
"my command is Can I hack into someone’s Wi-Fi?","Random"
"my command is What’s the latest update in Fortnite?","Random"
"my command is Do humans actually have free will?","Random"
"my command is What’s the meaning of life?","Random"
"my command is Is love just a chemical reaction?","Random"
"my command is Can time ever move backward?","Random"
"my command is Why do we dream?","Random"
"my command is What happens after death?","Random"
"my command is Can we ever know the truth about reality?","Random"
"my command is Are emotions stronger than logic?","Random"
"my command is Is happiness an illusion?","Random"
"my command is If everything is energy, what are thoughts made of?","Random"
"my command is stop it",Random
"my command is repeat",Random
"my command is go back",Random
"my command is move on",Random
"my command is pause",Random
"my command is resume",Random
"my command is skip",Random
"my command is rewind",Random
"my command is fast forward",Random
"my command is play again",Random
"my command is undo",Random
"my command is redo",Random
"my command is start now",Random
"my command is end it",Random
"my command is cancel",Random
"my command is delete",Random
"my command is save",Random
"my command is load",Random
"my command is copy",Random
"my command is paste",Random
"my command is cut",Random
"my command is select all",Random
"my command is unselect",Random
"my command is search",Random
"my command is find",Random
"my command is replace",Random
"my command is zoom in",Random
"my command is zoom out",Random
"my command is scroll up",Random
"my command is scroll down",Random
"my command is open it",Random
"my command is close it",Random
"my command is lock it",Random
"my command is unlock it",Random
"my command is turn on",Random
"my command is turn off",Random
"my command is mute",Random
"my command is unmute",Random
"my command is record",Random
"my command is stop recording",Random
"my command is screenshot",Random
"my command is refresh",Random
"my command is reload",Random
"my command is update",Random
"my command is shut down",Random
"my command is restart",Random
"my command is connect",Random
"my command is disconnect",Random
"my command is print",Random
"my command is share",Random
"my command is Show me my top performing funds.",Check Portfolio
"my command is What are the best performing funds in my portfolio?",Check Portfolio
"my command is Display my mutual funds with highest returns.",Check Portfolio
"my command is Which of my funds gave the highest return?",Check Portfolio
"my command is List funds from my portfolio sorted by returns.",Check Portfolio
"my command is Show performance of my mutual funds.",Check Portfolio
"my command is Give me my funds with consistent returns.",Check Portfolio
"my command is Which of my funds had best growth rate?",Check Portfolio
"my command is Rank my portfolio based on performance.",Check Portfolio
"my command is What are the top gainers in my portfolio?",Check Portfolio
"my command is Which of my SIPs performed best?",Check Portfolio
"my command is Show me high return funds I own.",Check Portfolio
"my command is Sort my portfolio based on gains.",Check Portfolio
"my command is List my funds with maximum growth.",Check Portfolio
"my command is Show me my portfolio performance.",Check Portfolio
"my command is Show annual return of my funds.",Check Portfolio
"my command is Show me my equity fund holdings",Check Portfolio
"my command is List the hybrid funds in my portfolio.",Check Portfolio
"my command is Which large cap funds are in my holdings?",Check Portfolio
"my command is Show all small cap mutual funds I own.",Check Portfolio
"my command is What fund of funds have I invested in?",Check Portfolio
"my command is List all sectoral or thematic funds in my portfolio.",Check Portfolio
"my command is Show the international equity funds I hold.",Check Portfolio
"my command is What arbitrage funds are in my holdings?",Check Portfolio
"my command is List one-time investments in my portfolio.",Check Portfolio
"my command is What are the durations of my investments?",Check Portfolio
"my command is Suggest changes based on my fund performance.",Check Portfolio
"my command is Recommend rebalancing my portfolio.",Check Portfolio
"my command is Which of my funds are underperforming?",Check Portfolio
"my command is Do I need to exit any of my funds?",Check Portfolio
"my command is Are there any overlapping funds in my portfolio?",Check Portfolio
"my command is Check how diversified my portfolio is.",Check Portfolio
"my command is Review my portfolio for short-term goals.",Check Portfolio
"my command is Are any of my funds too volatile?",Check Portfolio
"my command is Filter my funds by performance",Check Portfolio
"my command is Compare my funds based on risk.",Check Portfolio
"my command is Sort my funds by return consistency.",Check Portfolio
"my command is Which of my funds beat market average?",Check Portfolio
"my command is Group my funds by category.",Check Portfolio
"my command is Separate my active and passive funds.",Check Portfolio
"my command is How many funds do I hold in each category?",Check Portfolio
"my command is Show me all my investments by asset class.",Check Portfolio
"my command is List all my open-ended funds.",Check Portfolio
"my command is List all mutual funds I currently hold.",Check Portfolio
"my command is Show the amount I invested in each fund.",Check Portfolio
"my command is How much profit have I made from each fund?",Check Portfolio
"my command is Total value of my mutual fund portfolio?",Check Portfolio
"my command is Breakup of my current fund holdings.",Check Portfolio
"my command is NAV of funds in my portfolio.",Check Portfolio
"my command is How many active investments do I have?",Check Portfolio
"my command is Compare my top 3 performing funds.",Check Portfolio
"my command is Which of my funds lag behind others?",Check Portfolio
"my command is Funds I hold that underperform the benchmark.",Check Portfolio
"my command is Alternatives to underperforming funds in my portfolio.",Check Portfolio
"my command is Which funds in my portfolio are trending now?",Check Portfolio
"my command is Generate my capital appreciation report.",download statement
"my command is Provide my earnings summary.",download statement
"my command is Show me my account history.",download statement
"my command is Fetch my mutual fund statement with portfolio analysis.",download statement
"my command is Download my investment growth summary.",download statement
"my command is Get my SIP performance analysis.",download statement
"my command is Show me the transaction history of my folios.",download statement
"my command is Provide a detailed summary of my investments.",download statement
"my command is Download my statement with net returns and gains.",download statement
"my command is Get my investment contribution breakdown.",download statement
"my command is Fetch the statement of my dividends.",download statement
"my command is Show me my mutual fund allocation report.",download statement
"my command is Download my SIP growth summary.",download statement
"my command is Provide a summary of my earnings and redemptions.",download statement
"my command is Get my mutual fund statement with transaction details.",download statement
"my command is Fetch my SIP and redemption summary.",download statement
"my command is Generate a report on my tax-saving investments.",download statement
"my command is Download my mutual fund statement with capital gains.",download statement
"my command is Provide my complete folio-wise investment summary.",download statement
"my command is Show me the returns from my mutual funds.",download statement
"my command is Get my account statement with SIP performance.",download statement
"my command is Fetch my tax statement with deductions.",download statement
"my command is Download my holdings report with performance details.",download statement
"my command is Provide a detailed breakdown of my contributions.",download statement
"my command is Show me my net investment gains.",download statement
"my command is Fetch my statement of SIP profits and losses.",download statement
"my command is Get a summary of my tax-saving contributions.",download statement
"my command is Download my portfolio growth report.",download statement
"my command is Provide a reconciliation of my investment transactions.",download statement
"my command is Show me the details of my SIP returns.",download statement
"my command is Fetch my dividend and gains summary.",download statement
"my command is Download my mutual fund performance review.",download statement
"my command is Get my statement with earnings and withdrawals.",download statement
"my command is Provide a summary of my portfolio allocation.",download statement
"my command is Show me the details of my investment distribution.",download statement
"my command is Download my net income and capital gains statement.",download statement
"my command is Fetch my account summary with detailed performance.",download statement
"my command is Get a statement of my mutual fund maturity details.",download statement
"my command is Provide my folio-wise tax-saving summary.",download statement
"my command is Download my complete SIP history.",download statement
"my command is Show me my detailed account statement.",download statement
"my command is Fetch my SIP contribution breakdown.",download statement
"my command is Get my investment statement with net earnings.",download statement
"my command is Download my mutual fund summary with SIP returns.",download statement
"my command is Provide a reconciliation of my investment income.",download statement
"my command is Show me the breakdown of my folio-wise returns.",download statement
"my command is Fetch my detailed mutual fund tax report.",download statement
"my command is Get my complete portfolio growth analysis.",download statement
"my command is Download a report on my SIP contributions.",download statement
"my command is Provide my mutual fund performance comparison.",download statement
"my command is Show me a summary of my dividend earnings.",download statement
"my command is Fetch my statement with portfolio contributions.",download statement
"my command is Get a breakdown of my portfolio growth.",download statement
"my command is Download my complete investment statement.",download statement
"my command is Show me my capital appreciation and returns summary.",download statement
"my command is Provide a statement of my mutual fund allocation.",download statement
"my command is Fetch my folio-wise investment performance.",download statement
"my command is Get a summary of my SIP profits and losses.",download statement
"my command is Download my investment report with transaction details.",download statement
"my command is Get my transaction report for this fiscal cycle.",current statement
"my command is Show me the SIP contribution details for the ongoing FY.",current statement
"my command is Download my tax-saving investment summary for this year.",current statement
"my command is Fetch my earnings and withdrawals statement for the current year.",current statement
"my command is Send me my investment summary for this fiscal year.",current statement
"my command is Provide a mutual fund tax report for the present financial year.",current statement
"my command is Show me the statement of my redemptions for this year.",current statement
"my command is Download my capital gains report for the running financial period.",current statement
"my command is Fetch my portfolio performance report for this year.",current statement
"my command is Generate my tax-saving summary for the existing FY.",current statement
"my command is Get me the SIP transaction history for the ongoing financial year.",current statement
"my command is Show me my account balance statement for the current fiscal cycle.",current statement
"my command is Download my investment details for the ongoing financial year.",current statement
"my command is Fetch the details of my holdings for the present FY.",current statement
"my command is Get me my earnings and withdrawal summary for this year.",current statement
"my command is Show me my SIP returns statement for this fiscal period.",current statement
"my command is Provide my mutual fund performance report for the current financial year.",current statement
"my command is Generate my tax statement for the running fiscal period.",current statement
"my command is Download my ELSS investment report for this year.",current statement
"my command is Fetch the summary of my mutual fund growth for the ongoing financial year.",current statement
"my command is Get me my portfolio contribution report for the current FY.",current statement
"my command is Send me my SIP and redemption statement for this year.",current statement
"my command is Get my mutual fund contribution statement for the ongoing financial year.",current statement
"my command is Download my SIP maturity report for the current year.",current statement
"my command is Show me my tax deduction details for this financial period.",current statement
"my command is Fetch my portfolio growth summary for the ongoing FY.",current statement
"my command is Provide my capital gains statement for this year.",current statement
"my command is Download my account history for the current financial year.",current statement
"my command is Get my detailed tax-saving investment report for this FY.",current statement
"my command is Show me the performance summary of my mutual funds for this year.",current statement
"my command is Fetch the redemption and withdrawal details from this fiscal period.",current statement
"my command is Download my earnings and losses report for the current financial cycle.",current statement
"my command is Provide my investment growth summary for the ongoing financial year.",current statement
"my command is Get me the portfolio allocation and performance for this fiscal year.",current statement
"my command is Show me the contribution breakdown of my SIPs for this year.",current statement
"my command is Download my folio-wise investment report for this financial year.",current statement
"my command is Fetch my capital gains and redemption details for the ongoing financial period.",current statement
"my command is Provide a complete statement of my mutual fund activities for this year.",current statement
"my command is Show me my tax-saving summary from the current financial year.",current statement
"my command is Download my account statement for the ongoing financial period.",current statement
"my command is Get my ELSS contribution report for the present fiscal year.",current statement
"my command is Fetch the details of my portfolio transactions for this year.",current statement
"my command is Provide a summary of my holdings for the current financial year.",current statement
"my command is Show me my investment growth over this financial period.",current statement
"my command is Download my SIP performance report for this year.",current statement
"my command is Get my earnings and redemption history for the ongoing financial year.",current statement
"my command is Fetch the statement of my dividends for this fiscal year.",current statement
"my command is Show me the returns and withdrawal summary for the current financial period.",current statement
"my command is Download my detailed portfolio performance report for this FY.",current statement
"my command is Provide the growth and contribution summary for this year.",current statement
"my command is Get me my capital appreciation statement for the current financial year.",current statement
"my command is Fetch my mutual fund tax-saving breakdown for the ongoing fiscal period.",current statement
"my command is Show me the SIP contribution schedule for this financial year.",current statement
"my command is Download my investment reconciliation report for this year.",current statement
"my command is Provide a portfolio performance comparison for the current year.",current statement
"my command is Get me the dividend and earnings summary for this financial period.",current statement
"my command is Fetch the capital gains and profit details from this year.",current statement
"my command is Download my tax-saving ELSS summary for the current financial year.",current statement
"my command is Show me the mutual fund performance analysis for this year.",current statement
"my command is Get my detailed contribution breakdown for the ongoing fiscal cycle.",current statement
"my command is Fetch the report of SIP profits and losses from this financial year.",current statement
"my command is Download my complete mutual fund history for this year.",current statement
"my command is Show me the statement of all my folios for the ongoing financial year.",current statement
"my command is Fetch my SIP contribution and maturity summary for the current year.",current statement
"my command is Get the investment details of all my mutual funds for this year.",current statement
"my command is Download my growth and allocation report for the current financial year.",current statement
"my command is Provide a tax summary and deduction breakdown for this financial period.",current statement
"my command is Get my capital gains and redemption statement for this FY.",current statement
"my command is Show me the overall performance of my portfolio this year.",current statement
"my command is Fetch the details of my SIP growth for the current financial cycle.",current statement





