sentences,category
transfer rs 7240 using my own account to Arjun's bank account,Bank Transfer
deposit 7034 from my account into Anuj's account,Bank Transfer
send rs 3516 from my account to Pankaj's bank account,Bank Transfer
make payment of 4635 rs via own account into Neha's account,Bank Transfer
deposit 3463 rupees from self account to Karan's bank,Bank Transfer
send 2228 rupees using my own account into Riya's bank account,Bank Transfer
make payment of 3189 via own account into Riya's bank account,Bank Transfer
send rs 7985 using my own account into Sanjay bank account,Bank Transfer
send rs 3124 from self account to Arjun account,Bank Transfer
make payment of 6351 rupees from my own account to Vivek's account,Bank Transfer
pay 4763 rs using my own account into Rekha bank account,Bank Transfer
send 724 rs using self account into Lakshmi's account,Bank Transfer
pay rs 8016 using my account to Seema's bank,Bank Transfer
send rs 7023 from my account to Aditya's account,Bank Transfer
make a transfer of 7261 from my account to Bhavna's bank account,Bank Transfer
deposit 6801 rupees via my account into Alok's account,Bank Transfer
make a transfer of 7694 from my account into Gaurav's account,Bank Transfer
make payment of 1850 rupees using my account into Arjun bank account,Bank Transfer
pay 4893 from my accont to Anuj's bank,Bank Transfer
credit 4245 rupees from my account into Jyoti bank account,Bank Transfer
Recharge my prepaid mobile,Recharge
Mobile recharge,Recharge
Prepaid recharge,Recharge
Do a recharge,Recharge
Recharge phone,Recharge
Pay for prepaid,Recharge
Recharge my number,Recharge
Recharge mobile,Recharge
Top up prepaid mobile,Recharge
Payment for recharge,Recharge
Recharge prepaid,Recharge
Add prepaid balance,Recharge
Do mobile top up,Recharge
Recharge SIM,Recharge
Pay prepaid bill,Recharge
Repeat recharge,Repeat Recharge
Recharge again,Repeat Recharge
Do the same recharge,Repeat Recharge
Same as last time,Repeat Recharge
Repeat last transaction,Repeat Recharge
Again recharge,Repeat Recharge
Recharge repeat,Repeat Recharge
Recharge once more,Repeat Recharge
Recharge just like before,Repeat Recharge
Do my last recharge again,Repeat Recharge
Recharge same as yesterday,Repeat Recharge
Recharge same as last one,Repeat Recharge
Recharge same as before,Repeat Recharge
Recharge same pack again,Repeat Recharge
Recharge repeat last one,Repeat Recharge
Recharge with last plan again,Repeat Recharge
Recharge with old pack again,Repeat Recharge
Recharge same amount as before,Repeat Recharge
Recharge like previous one,Repeat Recharge
Recharge like earlier,Repeat Recharge
Recharge again same pack,Repeat Recharge
Recharge again old plan,Repeat Recharge
Recharge again yesterday plan,Repeat Recharge
Recharge duplicate last one,Repeat Recharge
Recharge copy last one,Repeat Recharge
Recharge same style again,Repeat Recharge
Recharge with same details,Repeat Recharge
Recharge last plan again,Repeat Recharge
Recharge repeat yesterday,Repeat Recharge
Recharge do again,Repeat Recharge
Recharge old recharge again,Repeat Recharge
Recharge again with same,Repeat Recharge
Recharge like last transaction,Repeat Recharge
Recharge similar last plan,Repeat Recharge
Recharge duplicate recharge,Repeat Recharge
Recharge again like old,Repeat Recharge
Recharge same again,Repeat Recharge
Recharge another same recharge,Repeat Recharge
Recharge previous transaction,Repeat Recharge
Recharge yesterday again,Repeat Recharge
Recharge last pack again,Repeat Recharge
Recharge once more same,Repeat Recharge
Recharge again old recharge,Repeat Recharge
Recharge duplicate old recharge,Repeat Recharge
Recharge again yesterday pack,Repeat Recharge
Recharge similar recharge,Repeat Recharge
Recharge repeat again,Repeat Recharge
Recharge last plan duplicate,Repeat Recharge
Recharge old transaction again,Repeat Recharge
Recharge once more old,Repeat Recharge
Recharge do same again,Repeat Recharge
Recharge repeat old pack,Repeat Recharge
Recharge again same recharge,Repeat Recharge
Recharge copy yesterday,Repeat Recharge
Recharge duplicate yesterday plan,Repeat Recharge
Recharge repeat transaction,Repeat Recharge
Recharge once more yesterday,Repeat Recharge
Recharge again same pack yesterday,Repeat Recharge
Recharge with last again,Repeat Recharge
Recharge same as past,Repeat Recharge
Recharge previous plan again,Repeat Recharge
Recharge like yesterday,Repeat Recharge
Recharge duplicate last plan,Repeat Recharge
Recharge repeat old plan,Repeat Recharge
Recharge copy old recharge,Repeat Recharge
Recharge redo last plan,Repeat Recharge
Recharge reapply last recharge,Repeat Recharge
Recharge with same recharge,Repeat Recharge
Recharge like past one,Repeat Recharge
Recharge repeat duplicate,Repeat Recharge
Recharge copy old plan,Repeat Recharge
Recharge again last recharge,Repeat Recharge
Recharge same duplicate,Repeat Recharge
Recharge once more repeat,Repeat Recharge
Recharge again ditto,Repeat Recharge
Recharge copy same recharge,Repeat Recharge
Recharge clone last plan,Repeat Recharge
Recharge duplicate last recharge,Repeat Recharge
Recharge again clone,Repeat Recharge
Recharge once more copy,Repeat Recharge
Recharge again repeat,Repeat Recharge
Recharge redo yesterday,Repeat Recharge
Recharge redo last transaction,Repeat Recharge
Recharge redo old plan,Repeat Recharge
Recharge repeat again yesterday,Repeat Recharge
Recharge same clone,Repeat Recharge
Recharge clone yesterday plan,Repeat Recharge
Recharge copy repeat,Repeat Recharge
Recharge again redo,Repeat Recharge
Recharge do it again,Repeat Recharge
Recharge like last recharge,Repeat Recharge
Recharge duplicate again,Repeat Recharge
Recharge same old pack,Repeat Recharge
Recharge same old recharge,Repeat Recharge
Recharge repeat my last plan,Repeat Recharge
Recharge repeat my last recharge,Repeat Recharge
Recharge redo my last recharge,Repeat Recharge
Recharge repeat old one,Repeat Recharge
Recharge duplicate my last recharge,Repeat Recharge
Recharge again my last recharge,Repeat Recharge
Do the same recharge,Repeat Recharge
Repeat my last recharge,Repeat Recharge
Recharge me with the same plan,Repeat Recharge
Apply the same pack as before,Repeat Recharge
Give me the last recharge again,Repeat Recharge
Repeat the previous recharge,Repeat Recharge
Recharge with the same pack again,Repeat Recharge
Same plan as last time,Repeat Recharge
Do my last recharge again,Repeat Recharge
Recharge again with old pack,Repeat Recharge
Load the same pack again,Repeat Recharge
Activate the previous plan again,Repeat Recharge
Same recharge as before,Repeat Recharge
Top up with the last pack,Repeat Recharge
Recharge like last time,Repeat Recharge
Recharge with same validity pack,Repeat Recharge
Recharge with the same amount as last time,Repeat Recharge
Repeat the last top up,Repeat Recharge
Recharge same as yesterday,Repeat Recharge
Same plan again please,Repeat Recharge
Repeat last recharge for 8307936151,Repeat Recharge
Do the same recharge of 199 plan for 9876543210,Repeat Recharge
Recharge my mom's number with the last 299 plan,Repeat Recharge
Apply the same 599 recharge again on 9123456780,Repeat Recharge
Repeat yesterday’s 719 recharge for 8877665544,Repeat Recharge
Do the same plan of 455 again for 7890654321,Repeat Recharge
Recharge 9988776655 with the same 209 pack,Repeat Recharge
Repeat last recharge for my dad’s number,Repeat Recharge
Do the 666 plan again for 9786543210,Repeat Recharge
Recharge my sister’s phone with the last 199 pack,Repeat Recharge
Repeat old recharge of 155 for 9080706050,Repeat Recharge
Do last time recharge for 9191919191,Repeat Recharge
Apply same recharge of 299 for my mom,Repeat Recharge
Recharge 8800223344 with the same last plan,Repeat Recharge
Do repeat recharge of 719 for my second SIM,Repeat Recharge
Recharge my wife’s number again with the last plan,Repeat Recharge
Same recharge of 209 should be done on 9123901234,Repeat Recharge
Recharge my brother’s number with previous 666 pack,Repeat Recharge
Repeat recharge of 199 for 9090909090,Repeat Recharge
Do the last plan recharge again for 9505050505,Repeat Recharge
Recharge like yesterday for 720 plan on 9776541230,Repeat Recharge
Recharge my father’s number with the last 299,Repeat Recharge
Again do the same recharge of 455 on 9312345678,Repeat Recharge
Repeat the same 209 plan for 8907654321,Repeat Recharge
Recharge 9192837465 with last recharge pack,Repeat Recharge
Apply the same recharge on my mom’s SIM 8855667788,Repeat Recharge
Recharge my uncle’s phone with last 719 plan,Repeat Recharge
Repeat last recharge of 209 on 7070707070,Repeat Recharge
Recharge 9001122334 same as last plan,Repeat Recharge
Again apply recharge of 555 like before,Repeat Recharge
Do repeat recharge of 719 for my other number,Repeat Recharge
Recharge dad’s number same as yesterday’s plan,Repeat Recharge
Repeat last 299 recharge for 8899776655,Repeat Recharge
Apply same recharge for 9009988776,Repeat Recharge
Recharge like last time for 555 plan,Repeat Recharge
Recharge my cousin’s phone same as before,Repeat Recharge
Repeat the last recharge on 9123456700,Repeat Recharge
Recharge mom’s Jio number same plan again,Repeat Recharge
Recharge my Airtel number with the last 719,Repeat Recharge
Repeat recharge of 455 for 9099887766,Repeat Recharge
Apply old recharge on 9321654780,Repeat Recharge
Recharge wife’s SIM with the same 666 plan,Repeat Recharge
Recharge last plan for 8080808080,Repeat Recharge
Repeat the recharge of 299 for 9665544332,Repeat Recharge
Do recharge again like 719 for 9701234567,Repeat Recharge
Apply same recharge for 8800554433,Repeat Recharge
Recharge my dad’s phone with 209 again,Repeat Recharge
Same 455 recharge again on 9011223344,Repeat Recharge
Do repeat recharge for 9333445566,Repeat Recharge
Repeat the same recharge for 700 plan,Repeat Recharge
Recharge my mom again with 999 last plan,Repeat Recharge
Apply last recharge of 299 on 9870012345,Repeat Recharge
Recharge brother’s number with 666 pack again,Repeat Recharge
Do last recharge for my wife’s phone,Repeat Recharge
Same recharge of 209 plan for 9445566778,Repeat Recharge
Repeat yesterday’s recharge for 9556677889,Repeat Recharge
Recharge 9112233445 with the same 719 pack,Repeat Recharge
Apply same recharge on 9667788990,Repeat Recharge
Recharge my friend’s number like before,Repeat Recharge
Do same 455 plan recharge for 9192837464,Repeat Recharge
Repeat the recharge of 199 for 9099887765,Repeat Recharge
Recharge my second number same as last,Repeat Recharge
Do recharge again for 9111222333,Repeat Recharge
Same recharge pack again on 9898989898,Repeat Recharge
Repeat last 719 recharge for 9443322110,Repeat Recharge
Apply the same recharge of 209 for 9333222211,Repeat Recharge
Do recharge again of 555 for 9000011112,Repeat Recharge
Recharge wife’s number same as last recharge,Repeat Recharge
Recharge my dad with same 299 plan again,Repeat Recharge
Repeat recharge for 9022113344 with last plan,Repeat Recharge
Recharge my mom’s number 9090876543 with same pack,Repeat Recharge
Do old recharge of 666 for 9333444455,Repeat Recharge
Recharge my Airtel SIM with the same plan,Repeat Recharge
Repeat the 719 recharge for my second SIM,Repeat Recharge
Apply same recharge for 9556677880,Repeat Recharge
Do recharge again on 9321456780,Repeat Recharge
Recharge my number same plan 455,Repeat Recharge
Repeat last recharge on my brother’s SIM,Repeat Recharge
Recharge mom’s Airtel with the same last plan,Repeat Recharge
Same recharge again for 9222333444,Repeat Recharge
Recharge my dad’s number again like yesterday,Repeat Recharge
Repeat 555 plan recharge on 9007788990,Repeat Recharge
Do recharge like last for 9887766550,Repeat Recharge
Recharge old plan again on 9112233555,Repeat Recharge
Apply recharge again for 9333667788,Repeat Recharge
Do recharge same as before for 9776655443,Repeat Recharge
Repeat recharge for my mom’s number again,Repeat Recharge
Recharge my other phone with last recharge pack,Repeat Recharge
Do 299 recharge again like yesterday,Repeat Recharge
Repeat recharge for 9001112223 with last plan,Repeat Recharge
Recharge my father’s number with same 719 pack,Repeat Recharge
Do recharge same as last for 9998887776,Repeat Recharge
Apply old recharge on my Airtel 9301234567,Repeat Recharge
Recharge again for 9665544331 with 209 pack,Repeat Recharge
Repeat recharge for 9556677000,Repeat Recharge
Recharge wife’s phone number same as yesterday,Repeat Recharge
Do recharge same as last pack for 9881122334,Repeat Recharge
Repeat recharge of 719 on 9011992233,Repeat Recharge
Recharge my mom with same 455 pack again,Repeat Recharge
UPI 50 rs on Jyoti's number,Payment
make a transfer to myself,Self Transfer
What was the last recharge for my number?,Repeat Recharge
tell me the last recharge on my number,Repeat Recharge
Details of past phone recharge,Repeat Recharge
what was my most recent recharge,Repeat Recharge
What was my last recharge for airtel?,Repeat Recharge
What was the last recharge?,Repeat Recharge
Details of past recharge,Repeat Recharge
What was my last recharge?,Repeat Recharge
What was my last recharge for 9876543210?,Repeat Recharge
Repeat the same 199 rs plan on Sunny's number,Repeat Recharge
Recharge in Sumit's phone with the previous pack,Repeat Recharge
Recharge for Jyoti with previous plan amount,Repeat Recharge
Send 2000 rs via UPI to my friend,Payment
Transfer 10000 rupees to my account,Self Transfer
Make a transfer of 25000 to my savings account,Self Transfer
Recharge my phone with the same pack as last month,Repeat Recharge
Do the last recharge again on my number,Repeat Recharge
Recharge using the previous 299 pack,Repeat Recharge
Repeat my last recharge plan for Jio number,Repeat Recharge
Make the last recharge for Airtel prepaid,Repeat Recharge
Recharge again with my old plan,Repeat Recharge
I want the previous recharge repeated,Repeat Recharge
Recharge 300 rs to my number again,Repeat Recharge
Recharge again for 500 rupees pack,Repeat Recharge
Send 500 rs on Riya's UPI ID,Payment
Pay 7500 rupees through UPI,Payment
12000 to my HDFC account,Self Transfer
Recharge 199 pack again for Vodafone,Repeat Recharge
Do my last recharge once more,Repeat Recharge
Recharge the last plan on my phone,Repeat Recharge
Recharge 100 pack as before,Repeat Recharge
Recharge 249 plan again,Repeat Recharge
Recharge my old plan on Jio number,Repeat Recharge
Do same recharge again for Airtel,Repeat Recharge
Recharge with the last amount again,Repeat Recharge
Recharge again same plan for Vodafone,Repeat Recharge
Send 600 rs to Ankit by UPI,Payment
Pay 12000 rs on Paytm UPI,Payment
UPI transfer 3000 to Mohan,Payment
20000 to my other bank,Self Transfer
10000 to another account of mine,Self Transfer
Transfer 8000 rs to self account,Self Transfer
Recharge 350 pack again,Repeat Recharge
Repeat recharge for Airtel number,Repeat Recharge
Do recharge same as last time,Repeat Recharge
Recharge my number with the old pack,Repeat Recharge
Recharge 500 again,Repeat Recharge
Recharge for my Jio number same plan,Repeat Recharge
Recharge same pack for 9876543210,Repeat Recharge
Send 250 rs on Pooja UPI,Payment
UPI 999 to Arun,Payment
Pay 7000 rs using UPI,Payment
Transfer 4000 via UPI to Gopal,Payment
Move 3000 rs into my other account,Self Transfer
Recharge with last plan for BSNL,Repeat Recharge
Recharge again 448 pack,Repeat Recharge
Recharge the earlier plan for Airtel,Repeat Recharge
Repeat same recharge for my number,Repeat Recharge
Recharge once more with same amount,Repeat Recharge
Recharge my Jio with last pack,Repeat Recharge
Repeat recharge for my mobile,Repeat Recharge
Recharge again with 600 plan,Repeat Recharge
Send 200 rs through UPI to Seema,Payment
Pay 1000 rs on Ravi UPI ID,Payment
Transfer 5500 rs to Ajay via UPI,Payment
Send 12000 by UPI to Deepak,Payment
Self transfer 2000 to my account,Self Transfer
Recharge again same plan as before,Repeat Recharge
Do recharge of last 149 plan,Repeat Recharge
Recharge with my previous 349 pack,Repeat Recharge
Recharge 699 again for Airtel,Repeat Recharge
Repeat my last recharge plan,Repeat Recharge
Do the same recharge as earlier,Repeat Recharge
Recharge once again same pack,Repeat Recharge
Repeat recharge with 200 pack,Repeat Recharge
UPI 50 rs on Jyoti's number,Payment
Send 200 rs via UPI on Ramesh's number,Payment
Transfer 1500 rupees through UPI on Meena's number,Payment
Do a UPI of 500 rs on Suresh's number,Payment
UPI 750 rs to Pooja's number,Payment
Make a UPI payment of 1200 rupees on Rajat's number,Payment
Pay 300 rs by UPI on Priya's number,Payment
Send 999 rs UPI on Neha's number,Payment
Do UPI transfer of 2500 rupees to Ankit's number,Payment
Pay 100 rs UPI to Rahul's number,Payment
UPI 80 rs through Rina's number,Payment
Make UPI of 60 rupees on Vinay's number,Payment
Transfer 1000 rs UPI on Anjali's number,Payment
Do a UPI 350 rs to Tarun's number,Payment
Send UPI of 45 rupees on Rohit's number,Payment
UPI 5000 rs to Kavita's number,Payment
Pay 220 rs by UPI on Suman's number,Payment
Transfer UPI 900 rs on Mohit's number,Payment
UPI 1300 rupees to Seema's number,Payment
Do a UPI 40 rs to Amit's number,Payment
send money to my mother's bank account,Bank Transfer
transfer 5000 rupees to my father's account,Bank Transfer
pay 2000 rs to my wife's account,Bank Transfer
send 1500 rs to my brother’s account,Bank Transfer
make payment of 2500 to my sister’s bank account,Bank Transfer
transfer 6000 rs to my son’s account,Bank Transfer
credit 3000 rupees into my daughter’s account,Bank Transfer
send 10000 rs to wife’s bank account,Bank Transfer
pay 7500 rupees to father’s bank account,Bank Transfer
transfer 2500 rs to mother’s savings account,Bank Transfer
make transfer of 4500 to brother’s account,Bank Transfer
do of 9000 to father’s account,Bank Transfer
pay 4000 rs to sister’s account,Bank Transfer
send 500 rs to mother’s account,Bank Transfer
transfer 7000 rs to wife’s bank account,Bank Transfer
pay 6500 rupees to son’s account,Bank Transfer
credit 1200 to daughter’s account,Bank Transfer
transfer 8500 to mother’s account,Bank Transfer
send 5000 rs to father’s bank account,Bank Transfer
make payment to brother’s account,Bank Transfer
flash transfer 7200 rupees to Ajay Kumar through IMPS,Payment
make a NEFT payment of 5000 to Ramesh Kumar,Payment
do RTGS transfer of 25000 to Anil's bank account,Payment
IMPS transfer of 9999 rs to Suresh,Payment
pay 6000 through NEFT to Rajeev account,Payment
transfer 12000 rs by RTGS to Rahul,Payment
make IMPS transfer of 4500 to Ashok,Payment
pay via NEFT 15000 to Anuj Kumar,Payment
transfer 999 rs through IMPS to Vinod,Payment
credit 2000 rs by RTGS to Manoj,Payment
send 25000 rs NEFT to account of Alok,Payment
do IMPS transfer of 3500 to Prakash,Payment
make RTGS transfer of 100000 to Mukesh,Payment
pay 99999 rs NEFT to Mohan,Payment
flash transfer of 7800 rs by IMPS,Payment
send 2500 rs NEFT to Suraj,Payment
transfer 6000 rs via RTGS to Akshay,Payment
make IMPS transfer 3200 to Vishal,Payment
pay 4500 NEFT to account of Ravi,Payment
transfer 1500 rs RTGS to Deepak,Payment
pay 500 rs to mobile number 9090909090,Payment
transfer 250 rupees to number 9876543210,Payment
send 1000 rs on 9898989898,Payment
make a payment of 750 rs to 9900990099,Payment
pay 2000 rupees on 9812345678,Payment
UPI transfer 600 to 9876501234,Payment
make payment of 450 rs on 9123456789,Payment
pay 999 rupees to mobile 9080706050,Payment
credit 800 rs into 9876509876,Payment
send 1200 rupees on number 9091929394,Payment
transfer 300 rs to 9988776655,Payment
do payment of 150 rs on 9911223344,Payment
make payment of 700 to mobile 9000011111,Payment
UPI payment of 400 rs to 9123901239,Payment
pay 9999 rupees to 8080808080,Payment
pay 2500 rupees on 9898767654,Payment
do a payment of 10000 to mobile number 9988007766,Payment
send 250 rs on 9012345678,Payment
transfer 5000 rupees to 9123098765,Payment
pay 1100 to 9876098712,Payment
tell me my last recharge,Repeat Recharge
what was my last recharge,Repeat Recharge
when did I last recharge my mobile,Repeat Recharge
repeat the previous recharge,Repeat Recharge
recharge my phone with the last plan,Repeat Recharge
do the same recharge again,Repeat Recharge
same recharge as before please,Repeat Recharge
last time recharge amount recharge again,Repeat Recharge
repeat my earlier recharge,Repeat Recharge
do the last recharge once more,Repeat Recharge
get me my last recharge plan,Repeat Recharge
do a recharge similar to last one,Repeat Recharge
recharge with the same pack I used last time,Repeat Recharge
activate my previous recharge pack again,Repeat Recharge
repeat recharge of my airtel number,Repeat Recharge
same recharge pack like last month,Repeat Recharge
use last recharge details and repeat,Repeat Recharge
repeat the same recharge for my number,Repeat Recharge
my last recharge plan again please,Repeat Recharge
redo my earlier recharge pack,Repeat Recharge
account,Random
balance,Random
transfer,Random
deposit,Random
withdraw,Random
payment,Random
recharge,Random
wallet,Random
savings,Random
current,Random
loan,Random
credit,Random
debit,Random
amount,Random
limit,Random
pin,Random
otp,Random
card,Random
cheque,Random
cash,Random
remit,Random
payee,Random
sender,Random
receiver,Random
iban,Random
ifsc,Random
swift,Random
branch,Random
bank,Random
profile,Random
user,Random
id,Random
mobile,Random
number,Random
email,Random
address,Random
city,Random
state,Random
country,Random
contact,Random
password,Random
username,Random
login,Random
logout,Random
session,Random
verify,Random
secure,Random
update,Random
modify,Random
change,Random
reset,Random
lock,Random
unlock,Random
fund,Random
sip,Random
investment,Random
portfolio,Random
stock,Random
bond,Random
equity,Random
etf,Random
mutual,Random
pension,Random
insurance,Random
claim,Random
premium,Random
interest,Random
rate,Random
tax,Random
gst,Random
income,Random
expense,Random
limit,Random
spend,Random
earn,Random
reward,Random
points,Random
cashback,Random
voucher,Random
bill,Random
utility,Random
electricity,Random
water,Random
gas,Random
phone,Random
dth,Random
broadband,Random
merchant,Random
store,Random
shop,Random
invoice,Random
receipt,Random
ticket,Random
booking,Random
travel,Random
train,Random
flight,Random
hotel,Random
alert,Random
notification,Random
wallet,Random
transfer,Random
status,Random
alert,Random
notify,Random
credit,Random
limit,Random
pin,Random
account,Random
secure,Random
statement,Random
amount,Random
loan,Random
fund,Random
number,Random
profile,Random
verify,Random
history,Random
charge,Random
due,Random
card,Random
request,Random
note,Random
bill,Random
check,Random
mobile,Random
bank,Random
deposit,Random
branch,Random
help,Random
guide,Random
reset,Random
lock,Random
unlock,Random
security,Random
support,Random
alert,Random
service,Random
menu,Random
What was the last recharge for my number?,Repeat Recharge
tell me the last recharge on my number,Repeat Recharge
Details of past phone recharge,Repeat Recharge
what was my most recent recharge,Repeat Recharge
Repeat my last recharge for the prepaid number.,Repeat Recharge
repeat last recharge for devanshi,Repeat Recharge
Repeat last prepaid recharge for my mobile.,Repeat Recharge
Repeat last recharge on prepaid sim.,Repeat Recharge
What was my last recharge for airtel?,Repeat Recharge
Can you recharge my number with the same amount like last time?,Repeat Recharge
Can you recharge my number 9839389392 with the same amount like last time?,Repeat Recharge
Recharge my number with the same plan like last time.,Repeat Recharge
What was the last recharge?,Repeat Recharge
Details of past recharge,Repeat Recharge
Repeat my last recharge,Repeat Recharge
Repeat last prepaid recharge,Repeat Recharge
Repeat last recharge on prepaid mobile,Repeat Recharge
What was my last recharge?,Repeat Recharge
Repeat my last recharge for 9876543210.,Repeat Recharge
Repeat last prepaid recharge for my number 9876543210 .,Repeat Recharge
Repeat last recharge on 9876543210.,Repeat Recharge
What was my last recharge for 9876543210?,Repeat Recharge
Can you recharge my number 9876543210 with the same amount like last time?,Repeat Recharge
Can you recharge my number 8126255357with the same amount like last time?,Repeat Recharge
Recharge my dad’s number with the last plan.,Repeat Recharge
Repeat the previous recharge for my mom.,Repeat Recharge
Repeat the last mobile plan for Jyoti,Repeat Recharge
Repeat the same ₹199 plan on Sunny's number.,Repeat Recharge
Recharge  in Sumit's phone with the previous pack.,Repeat Recharge
Recharge  for Jyoti with previous plan amount,Repeat Recharge
transfer 2000 rupees to my own account,Self Transfer
send 15000 rs to my savings account,Self Transfer
move 5000 rupees to self account,Self Transfer
credit 3000 rs in my account,Self Transfer
deposit 7000 rupees to my own bank account,Self Transfer
transfer 10000 rs into my account,Self Transfer
neft 8000 rupees to my self account,Self Transfer
add 6000 rs to my other account,Self Transfer
send 25000 rupees to my bank account,Self Transfer
put 4000 rs in my account,Self Transfer
make payment of 2000 to my own account,Self Transfer
do imps transfer of 12000 rs to self account,Self Transfer
rtgs 35000 rupees to my other account,Self Transfer
make a fund transfer of 4500 rs to my account,Self Transfer
self transfer 20000 rs to my savings account,Self Transfer
move 9000 rupees into my own account,Self Transfer
add 500 rs to my self account,Self Transfer
credit 7500 rupees to my other account,Self Transfer
imps 15000 rs into my account,Self Transfer
neft payment of 8000 to self account,Self Transfer
do rtgs of 22000 rupees to my account,Self Transfer
transfer 1300 rs in my own account,Self Transfer
pay 11000 rs to my other account,Self Transfer
fund transfer of 200 rs to my account,Self Transfer
shift 9000 rupees into my bank account,Self Transfer
add 300 rs to my own account,Self Transfer
do imps payment of 14000 to self account,Self Transfer
make neft of 2500 rupees to my account,Self Transfer
credit 1700 rs in my self account,Self Transfer
rtgs 120000 rupees to my own account,Self Transfer
transfer 4000 rupees to my savings account,Self Transfer
deposit 21000 rs into my self account,Self Transfer
fund transfer 999 rs to my account,Self Transfer
do payment of 8500 rupees to my own account,Self Transfer
self transfer of 45000 rs into my account,Self Transfer
send 3200 rupees to my other account,Self Transfer
imps 800 rs into my account,Self Transfer
make rtgs payment of 60000 rupees to self account,Self Transfer
add 1100 rupees to my savings account,Self Transfer
transfer 6700 rs in my self account,Self Transfer
credit 14500 rupees to my other bank account,Self Transfer
do neft payment of 30000 rs to my account,Self Transfer
fund transfer 1500 rupees to my own account,Self Transfer
pay 250 rs to my self account,Self Transfer
shift 7000 rs into my account,Self Transfer
imps of 9999 rupees to my other account,Self Transfer
transfer 2222 rs to my savings account,Self Transfer
rtgs transfer of 500000 rupees to my self account,Self Transfer
deposit 5600 rupees into my account,Self Transfer
move 4300 rs to my self account,Self Transfer
credit 8700 rupees in my bank account,Self Transfer
neft 3333 rupees to my own account,Self Transfer
payment of 999 rs to self account,Self Transfer
fund transfer of 10800 rs to my account,Self Transfer
imps 5400 rupees into my savings account,Self Transfer
transfer 12500 rs to my account,Self Transfer
do rtgs of 2200 rupees to self account,Self Transfer
self transfer 1600 rs into my bank account,Self Transfer
send 2500 rupees to my account,Self Transfer
make imps payment of 7200 to self account,Self Transfer
deposit 150 rs in my self account,Self Transfer
shift 8900 rupees into my account,Self Transfer
add 1010 rs to my bank account,Self Transfer
credit 300 rupees into my own account,Self Transfer
transfer 41000 rs to my other account,Self Transfer
fund transfer of 2750 rupees to my account,Self Transfer
make neft payment of 6200 rs to self account,Self Transfer
rtgs 95000 rupees into my own account,Self Transfer
pay 200 rs to my savings account,Self Transfer
move 13000 rs into my self account,Self Transfer
imps 4500 rupees into my account,Self Transfer
5000 rupees in self account,Self Transfer
Neft on my other account of 50000 rupees,Self Transfer
2000 rs into my own bank account,Self Transfer
Transfer 8000 to my self account,Self Transfer
Deposit 10000 rupees in my account,Self Transfer
Imps 7000 to my other account,Self Transfer
25000 rs in my savings account,Self Transfer
Rtgs 60000 into my own account,Self Transfer
Move 3000 rupees to my account,Self Transfer
Fund transfer of 12000 into my self account,Self Transfer
Transfer 6000 rs from SBI account to Union Bank account.,Self Transfer
Move 10000 rupees from PNB account to HDFC account.,Self Transfer
Transfer 5000 rupees from Axis account to Kotak account.,Self Transfer
Send 3500 rs from ICICI account to Canara account.,Self Transfer
Shift 8000 rupees from SBI account to Axis account.,Self Transfer
Move 12000 rs from HDFC account to PNB account.,Self Transfer
Transfer 2500 rupees from Union Bank account to SBI account.,Self Transfer
Send 7000 rs from Kotak account to ICICI account.,Self Transfer
Shift 15000 rupees from Axis account to Union Bank account.,Self Transfer
Transfer 4000 rupees from Canara account to HDFC account.,Self Transfer
Move 9000 rs from PNB account to Axis account.,Self Transfer
Send 2000 rs from ICICI account to SBI account.,Self Transfer
Transfer 11000 rupees from Kotak account to PNB account.,Self Transfer
Move 3000 rs from HDFC account to Canara account.,Self Transfer
Send 4500 rs from Union Bank account to Axis account.,Self Transfer
Transfer 7500 rupees from SBI account to ICICI account.,Self Transfer
Shift 5000 rs from Axis account to HDFC account.,Self Transfer
Move 8500 rupees from Canara account to Union Bank account.,Self Transfer
Transfer 6000 rs from ICICI account to Kotak account.,Self Transfer
Send 9500 rupees from PNB account to SBI account.,Self Transfer
Transfer 4000 rs from HDFC account to ICICI account.,Self Transfer
Shift 2000 rupees from Axis account to PNB account.,Self Transfer
Send 3000 rs from Union Bank account to Canara account.,Self Transfer
Move 12000 rs from Kotak account to SBI account.,Self Transfer
Transfer 5500 rupees from Canara account to PNB account.,Self Transfer
Shift 8000 rs from ICICI account to Union Bank account.,Self Transfer
Send 7000 rupees from Axis account to HDFC account.,Self Transfer
Move 1500 rs from SBI account to Kotak account.,Self Transfer
Transfer 10000 rupees from PNB account to Axis account.,Self Transfer
Send 6000 rs from Union Bank account to ICICI account.,Self Transfer
Shift 9500 rupees from HDFC account to PNB account.,Self Transfer
Move 4500 rs from Kotak account to Canara account.,Self Transfer
Transfer 7000 rs from Axis account to Union Bank account.,Self Transfer
Send 3000 rupees from ICICI account to SBI account.,Self Transfer
Shift 10000 rs from Canara account to Axis account.,Self Transfer
Move 2000 rupees from PNB account to HDFC account.,Self Transfer
Transfer 8000 rs from Union Bank account to Kotak account.,Self Transfer
Send 6000 rupees from SBI account to Axis account.,Self Transfer
Shift 4000 rs from HDFC account to ICICI account.,Self Transfer
Move 12000 rupees from Kotak account to PNB account.,Self Transfer
Transfer 7000 rs from Axis account to Canara account.,Self Transfer
Send 9500 rs from Union Bank account to SBI account.,Self Transfer
